Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
SLC25A15	4	3.4101	0.22416	0.4776	0.96267	0.82264	0.99608	1.5086	0.099382	0.64292	0.9943	0.92083	1
SLC25A18	1	-2.203	-0.4667	0.50358	0.96267	0.64071	0.99608	1.7396	0.36762	0.93862	0.9943	0.71315	1
SLC25A22	5	4.5752	0.11458	0.1371	0.96267	0.90878	0.99608	2.0985	0.052541	0.28808	0.97823	0.9581	1
SLC25A29	4	3.5831	0.20216	0.4328	0.96267	0.83979	0.99608	1.5428	0.087045	0.62366	0.9943	0.93064	1
SLC25A2	2	2.0478	0.43106	0.8526	0.99764	0.66642	0.99608	-1.0057	-0.20406	0.31183	0.97823	0.83831	1
SLC25A4	4	0.37133	1.7945	0.92294	0.99764	0.072728	0.49146	0.028499	0.13632	0.61514	0.9943	0.89157	1
SLC25A5	2	3.0508	0.2369	0.69131	0.99511	0.81274	0.99608	-4.5067	-0.30725	0.10484	0.92557	0.75865	1
SLC25A6	7	4.1901	0.16931	0.16084	0.96267	0.86555	0.99608	1.7646	0.071272	0.38127	0.98251	0.94318	1
SLC29A1	9	5.1584	0.11264	0.0058244	0.68421	0.91032	0.99608	1.6234	0.035335	0.38575	0.98251	0.97181	1
SLC2A2	3	4.555	0.070941	0.24462	0.96267	0.94344	0.99608	1.4054	0.021438	0.76075	0.9943	0.9829	1
SLC32A1	4	-2.2661	-3.5532	0.17652	0.96267	0.00038052	0.065957	-4.4326	-7.0107	0.022401	0.92557	2.3709e-12	5.8799e-10
SLC36A1	4	0.14609	1.4637	0.47491	0.96267	0.14327	0.52303	0.015895	0.15701	0.42697	0.98521	0.87523	1
SLC38A3	4	2.5271	0.40953	0.61604	0.99511	0.68215	0.99608	0.83174	0.13497	0.87769	0.9943	0.89264	1
SLC3A1	3	4.3082	0.10816	0.31048	0.96267	0.91387	0.99608	2.8541	0.071684	0.1147	0.92557	0.94285	1
SLC5A6	3	0.13215	1.477	0.60349	0.98826	0.13969	0.52303	4.7864e-05	0.00052734	0.31676	0.97823	0.99958	1
SLC6A14	3	3.9106	0.15271	0.42473	0.96267	0.87863	0.99608	-3.6894	-0.13734	0.10305	0.92557	0.89077	1
SLC6A1	3	0.016903	0.048273	0.53405	0.96267	0.9615	0.99608	0.46976	1.1838	0.92832	0.9943	0.2365	1
SLC6A2	4	3.6911	0.18489	0.40278	0.96267	0.85332	0.99608	-0.15328	-0.0074688	0.17518	0.93333	0.99404	1
SLC6A3	3	4.6991	0.071005	0.20385	0.96267	0.94339	0.99608	1.0811	0.015598	0.88396	0.9943	0.98756	1
SLC6A4	4	3.3028	0.24163	0.50314	0.96267	0.80907	0.99608	1.9339	0.14179	0.43369	0.98521	0.88725	1
SLC6A5	3	4.628	0.076984	0.22401	0.96267	0.93864	0.99608	-0.011795	-0.00019548	0.28495	0.97823	0.99984	1
SLC6A7	3	-2.7516	-2.3306	0.09543	0.96267	0.019773	0.41293	-0.47127	-0.49902	0.181	0.93333	0.61776	1
SLC6A8	3	3.2961	0.22029	0.56407	0.96925	0.82565	0.99608	-0.11825	-0.0077509	0.2621	0.97663	0.99382	1
SLC6A9	4	-1.4215	-0.28385	0.29077	0.96267	0.77653	0.99608	2.4755	0.50774	0.17697	0.93333	0.61164	1
SLC7A11	5	0.49961	1.1607	0.95341	0.99812	0.24576	0.60412	0.16459	0.37251	0.92876	0.9943	0.70951	1
SLC7A1	3	4.6071	0.096334	0.22805	0.96267	0.92326	0.99608	2.8077	0.05871	0.12814	0.92557	0.95318	1
SLC7A2	2	0.13116	1.4773	0.85125	0.99764	0.1396	0.52303	1.0349e-05	0.00011493	0.39561	0.98251	0.99991	1
SLC7A3	3	0.146	1.4638	0.67384	0.99511	0.14325	0.52303	0.012395	0.12254	0.46237	0.99043	0.90247	1
SLC7A4	2	-2.5151	-1.5723	0.23118	0.96267	0.11589	0.52303	0.68574	0.46989	0.92876	0.9943	0.63843	1
SLC7A8	2	-2.5891	-2.8642	0.19579	0.96267	0.0041801	0.17278	-4.6323	-5.1246	0.084677	0.92557	2.9812e-07	1.3863e-05
SLC7A9	4	0.12373	1.4759	0.36201	0.96267	0.13996	0.52303	0.026573	0.31239	0.59543	0.9943	0.75475	1
SLC8A1	4	0.13441	1.4609	0.42339	0.96267	0.14405	0.52303	0.031944	0.34222	0.64785	0.9943	0.73219	1
SLC9A1	4	0.33101	1.7706	0.87903	0.99764	0.076621	0.49873	0.024387	0.12904	0.556	0.9943	0.89733	1
SLCO2B1	4	0.12649	1.4627	0.375	0.96267	0.14354	0.52303	0.03564	0.40617	0.6819	0.9943	0.68461	1
SLK	4	0.1357	1.4464	0.43145	0.96267	0.14808	0.52303	0.03534	0.37128	0.67832	0.9943	0.71043	1
SMG1	5	2.1874	0.22706	0.65726	0.99511	0.82038	0.99608	3.0234	0.32649	0.021057	0.92557	0.74405	1
SMOX	5	5.7359	0.068094	0.0031362	0.68421	0.94571	0.99608	2.4581	0.02917	0.14023	0.93333	0.97673	1
SMPD1	4	0.34569	1.2827	0.89247	0.99764	0.1996	0.5867	0.1085	0.39011	0.81855	0.9943	0.69645	1
SMPD4	3	5.0087	0.061621	0.13351	0.96267	0.95086	0.99608	2.3402	0.028789	0.30556	0.97823	0.97703	1
SMS	3	0.13039	1.4746	0.59498	0.98821	0.14033	0.52303	0.016606	0.18512	0.51568	0.9943	0.85314	1
SNAP23	2	-2.4371	-0.73052	0.27285	0.96267	0.46508	0.99608	1.589	0.50046	0.72536	0.9943	0.61675	1
SNAP25	2	-1.9877	-2.4211	0.52106	0.96267	0.015473	0.37951	-4.2473	-5.1732	0.1698	0.93333	2.3013e-07	1.1414e-05
SNRK	4	3.9054	0.16898	0.34901	0.96267	0.86581	0.99608	2.0919	0.090588	0.34229	0.97823	0.92782	1
SNRPA	1	-1.5895	-0.043436	0.94713	0.99764	0.96535	0.99608	3.6383	0.099224	0.09095	0.92557	0.92096	1
SNX3	5	4.2902	0.14449	0.21013	0.96267	0.88511	0.99608	2.4001	0.080841	0.16353	0.93333	0.93557	1
SOAT1	4	3.0875	0.29014	0.54077	0.96267	0.77171	0.99608	1.4812	0.13977	0.65457	0.9943	0.88884	1
SOAT2	3	0.50046	1.1608	0.97715	0.99866	0.24573	0.60412	0.11994	0.27157	0.76434	0.9943	0.78595	1
SORCS3	4	2.7694	0.36548	0.58289	0.98115	0.71475	0.99608	-1.4466	-0.17315	0.057348	0.92557	0.86253	1
SORD	3	4.8628	0.073497	0.16711	0.96267	0.94141	0.99608	0.29719	0.0044505	0.8647	0.9943	0.99645	1
SPEG	5	4.9873	0.073535	0.063172	0.96267	0.94138	0.99608	1.6236	0.023912	0.52195	0.9943	0.98092	1
SPHK1	4	2.0551	0.42612	0.72267	0.99511	0.67002	0.99608	1.4937	0.31224	0.65054	0.9943	0.75486	1
SPHK2	1	-2.7584	-2.0864	0.17115	0.96267	0.036942	0.46048	-3.4348	-2.5794	0.74194	0.9943	0.0098977	0.14534
SPHKAP	3	5.2695	0.05017	0.084229	0.96267	0.95999	0.99608	3.5823	0.034115	0.011649	0.92557	0.97279	1
SPINK6	2	2.4926	0.3514	0.80197	0.99511	0.72529	0.99608	-0.18172	-0.024895	0.36111	0.97823	0.98014	1
SPIRE2	3	0.1468	1.4313	0.67787	0.99511	0.15234	0.52303	0.048693	0.4682	0.67204	0.9943	0.63964	1
SPRYD3	4	2.3858	0.34037	0.64427	0.99511	0.73358	0.99608	1.9075	0.27675	0.44534	0.98521	0.78197	1
SPR	2	1.7753	0.55441	0.87142	0.99764	0.5793	0.99608	-0.16187	-0.050803	0.36425	0.9807	0.95948	1
SPTBN1	2	0.0015198	0.01423	0.75762	0.99511	0.98865	0.99608	0.16236	1.4488	0.72312	0.9943	0.1474	1
SPTLC1	3	0.14925	1.4612	0.68414	0.99511	0.14396	0.52303	0.0072804	0.070287	0.40233	0.98251	0.94397	1
SPTLC2	2	-1.8891	-1.032	0.57034	0.97324	0.30208	0.71349	0.94131	0.58513	0.97312	0.99909	0.55846	1
SPTLC3	1	-2.1858	-1.6641	0.51613	0.96267	0.096102	0.52303	-4.886	-3.7366	0.10305	0.92557	0.0001865	0.0047379
SRC	4	3.9718	0.15665	0.33109	0.96267	0.87552	0.99608	-0.30702	-0.011765	0.15995	0.93333	0.99061	1
SRMS	4	2.1625	0.31475	0.69444	0.99511	0.75295	0.99608	2.3516	0.34892	0.22894	0.95264	0.72715	1
SRPK1	2	2.8405	0.22188	0.73522	0.99511	0.8244	0.99608	1.7561	0.13732	0.66891	0.9943	0.89078	1
SRPK2	4	1.4978	0.55211	0.86201	0.99764	0.58087	0.99608	0.69068	0.26121	0.91487	0.9943	0.79393	1
SRPK3	3	4.415	0.087951	0.27867	0.96267	0.92992	0.99608	3.1239	0.062232	0.050179	0.92557	0.95038	1
SSB	1	-2.0192	-0.1863	0.66219	0.99511	0.85221	0.99608	2.4793	0.22829	0.59857	0.9943	0.81942	1
SSH2	4	3.1519	0.25766	0.52912	0.96267	0.79667	0.99608	2.2646	0.18532	0.26389	0.97823	0.85298	1
SSH3	4	3.9314	0.13836	0.3405	0.96267	0.88996	0.99608	1.9909	0.070067	0.39919	0.98251	0.94414	1
SSTR1	5	0.28415	1.8849	0.77867	0.99511	0.059442	0.47176	0.041462	0.27181	0.71102	0.9943	0.78577	1
SSTR2	4	1.2682	0.39358	0.89068	0.99764	0.69389	0.99608	1.609	0.51399	0.5905	0.9943	0.60726	1
SSTR5	6	0.49856	1.1679	0.93056	0.99764	0.24286	0.60412	0.14935	0.34064	0.96326	0.99909	0.73337	1
SST	4	0.14476	1.467	0.46774	0.96267	0.14239	0.52303	0.0011265	0.011254	0.22849	0.95264	0.99102	1
ST14	5	4.8314	0.095781	0.084677	0.96267	0.92369	0.99608	1.2166	0.02406	0.70878	0.9943	0.9808	1
STK10	3	0.20844	1.4036	0.8078	0.99511	0.16045	0.52303	0.034774	0.23119	0.63038	0.9943	0.81717	1
STK11IP	4	0.001604	0.018542	0.30242	0.96267	0.98521	0.99608	0.13394	1.4725	0.84901	0.9943	0.14088	1
STK11	8	0.41105	1.9562	0.92652	0.99764	0.050443	0.47176	0.022118	0.10419	0.16443	0.93333	0.91702	1
STK16	2	4.5863	0.079069	0.31676	0.96267	0.93698	0.99608	0.64219	0.011068	0.90771	0.9943	0.99117	1
STK17A	5	4.0834	0.16186	0.2621	0.96267	0.87142	0.99608	-0.51476	-0.019398	0.080645	0.92557	0.98452	1
STK17B	5	0.12223	1.4636	0.24149	0.96267	0.14331	0.52303	0.040358	0.47617	0.69803	0.9943	0.63395	1
STK19	4	2.1695	0.39263	0.69265	0.99511	0.69459	0.99608	1.9339	0.3573	0.43369	0.98521	0.72087	1
STK24	3	5.8009	0.032143	0.017025	0.76	0.97436	0.99608	1.0146	0.0056058	0.90681	0.9943	0.99553	1
STK25	4	3.9807	0.14567	0.3293	0.96267	0.88418	0.99608	1.066	0.038804	0.79391	0.9943	0.96905	1
STK31	4	5.0656	0.062139	0.077509	0.96267	0.95045	0.99608	0.55311	0.0066243	0.95206	0.99672	0.99471	1
STK32A	4	0.2891	1.3442	0.83333	0.99764	0.17888	0.54617	0.016938	0.077843	0.43907	0.98521	0.93795	1
STK32B	4	0.29851	1.2081	0.84812	0.99764	0.227	0.6039	0.16865	0.66	0.90188	0.9943	0.50925	1
STK32C	8	0.32669	2.1021	0.79391	0.99511	0.035544	0.46048	0.041066	0.26123	0.60708	0.9943	0.79391	1
STK33	5	0.2377	1.7542	0.64471	0.99511	0.079388	0.50832	0.018971	0.13825	0.35349	0.97823	0.89004	1
STK35	5	-2.5992	-2.1904	0.064516	0.96267	0.028496	0.44478	0.44662	0.47271	0.93145	0.9943	0.63642	1
STK36	2	4.8787	0.046656	0.24507	0.96267	0.96279	0.99608	1.3861	0.013251	0.80242	0.9943	0.98943	1
STK38L	4	3.8079	0.15998	0.37769	0.96267	0.8729	0.99608	2.7661	0.11629	0.086918	0.92557	0.90743	1
STK38	4	0.37528	1.2815	0.92384	0.99764	0.20003	0.5867	0.00022538	0.00074674	0.22088	0.9499	0.9994	1
STK39	4	4.4505	0.10912	0.20027	0.96267	0.91311	0.99608	2.941	0.072141	0.049731	0.92557	0.94249	1
STK3	3	4.5997	0.088919	0.22984	0.96267	0.92915	0.99608	1.3669	0.025967	0.77688	0.9943	0.97928	1
STK40	3	-2.4942	-2.0876	0.15995	0.96267	0.036835	0.46048	-0.78473	-0.7979	0.14427	0.93333	0.42493	1
STK4	4	0.32308	1.3182	0.87142	0.99764	0.18743	0.5684	0.045282	0.17882	0.73253	0.9943	0.85808	1
STMN4	3	3.9841	0.1391	0.40278	0.96267	0.88937	0.99608	1.382	0.04825	0.77061	0.9943	0.96152	1
STRADA	4	1.9799	0.4508	0.74283	0.99511	0.65213	0.99608	1.5563	0.36107	0.61873	0.9943	0.71805	1
STRADB	3	-3.0533	-2.2574	0.035842	0.94231	0.023981	0.4139	-0.74143	-0.68922	0.1474	0.93333	0.49069	1
STYK1	3	-2.5155	-1.2545	0.15323	0.96267	0.20967	0.59705	1.3992	0.78647	0.76254	0.9943	0.43159	1
STYXL1	1	6.8864	0.0071146	0.020161	0.78947	0.99432	0.99735	3.6249	0.003745	0.093638	0.92557	0.99701	1
SUCLA2	3	0.0069274	0.020129	0.5121	0.96267	0.98394	0.99608	0.46607	1.1905	0.92608	0.9943	0.23386	1
SUCLG1	3	2.357	0.25353	0.8069	0.99511	0.79986	0.99608	2.7145	0.2938	0.15995	0.93333	0.76891	1
SUCLG2	3	0.29626	1.3456	0.86918	0.99764	0.17842	0.54617	0.00020585	0.00090481	0.33333	0.97823	0.99928	1
SUCNR1	4	3.3329	0.21579	0.49686	0.96267	0.82915	0.99608	0.76582	0.048835	0.89561	0.9943	0.96105	1
SULT1A1	3	-3.0367	-1.9774	0.038082	0.94231	0.047996	0.47176	-0.63208	-0.52551	0.15905	0.93333	0.59923	1
SULT1B1	4	0.13306	1.47	0.41577	0.96267	0.14155	0.52303	0.021628	0.23553	0.51165	0.9943	0.8138	1
SULT2A1	3	-2.1702	-1.518	0.27688	0.96267	0.12902	0.52303	0.72178	0.55076	0.99866	0.9991	0.5818	1
SUOX	4	0.38883	1.2409	0.94444	0.99764	0.21466	0.59705	0.14794	0.45841	0.87231	0.9943	0.64665	1
SV2A	4	-2.5337	-1.3292	0.11828	0.96267	0.18377	0.55882	1.5766	0.83802	0.60932	0.9943	0.40202	1
SYK	6	0.29222	2.0972	0.75358	0.99511	0.035973	0.46048	0.050085	0.35523	0.82572	0.9943	0.72241	1
SYN1	4	4.503	0.11646	0.18862	0.96267	0.90729	0.99608	2.3705	0.061302	0.21953	0.94981	0.95112	1
SYNC	4	-3.4009	-2.4079	0.0049283	0.68421	0.016043	0.38502	-0.82097	-0.75053	0.099462	0.92557	0.45293	1
SYT2	4	1.8169	0.43328	0.78987	0.99511	0.66481	0.99608	1.7289	0.42273	0.53405	0.9943	0.67249	1
SYTL4	4	0.13306	1.4486	0.41577	0.96267	0.14744	0.52303	0.05009	0.53751	0.74462	0.9943	0.59091	1
TAAR1	3	4.1944	0.11989	0.34409	0.96267	0.90457	0.99608	1.4399	0.041025	0.74552	0.9943	0.96728	1
TAB1	2	0.21181	1.4082	0.97491	0.99866	0.15908	0.52303	0.0076779	0.050421	0.50941	0.9943	0.95979	1
TAB2	3	0.16076	1.4524	0.71774	0.99511	0.14639	0.52303	0.0056961	0.050759	0.37366	0.98251	0.95952	1
TACR1	3	-1.8912	-0.49678	0.37545	0.96267	0.61934	0.99608	1.9469	0.56013	0.49373	0.99372	0.57539	1
TAF1L	2	-2.1722	-2.7664	0.43011	0.96267	0.0056685	0.21087	-4.2095	-5.3609	0.17876	0.93333	8.2823e-08	5.135e-06
TAF1	2	-2.5281	-1.4973	0.2267	0.96267	0.13432	0.52303	0.86771	0.56337	0.99731	0.9991	0.57318	1
TAOK1	4	2.998	0.32189	0.55332	0.96732	0.74754	0.99608	0.57947	0.062058	0.94534	0.99481	0.95052	1
TAOK2	2	0.45749	1.1792	0.92159	0.99764	0.23833	0.60412	0.12434	0.31293	0.68907	0.9943	0.75434	1
TAOK3	5	0.23413	1.938	0.63082	0.99511	0.052624	0.47176	0.035826	0.29281	0.65412	0.9943	0.76967	1
TAP1	3	2.5215	0.23393	0.76792	0.99511	0.81504	0.99608	2.6884	0.25019	0.17294	0.93333	0.80244	1
TAS1R2	1	-1.7226	-1.3737	0.86738	0.99764	0.16953	0.53071	-3.7469	-2.9873	0.64292	0.9943	0.0028142	0.046186
TAT	3	0.13243	1.4735	0.60708	0.98977	0.14063	0.52303	0.012568	0.13785	0.46371	0.99043	0.89036	1
TBCK	3	-2.8999	-1.382	0.062724	0.96267	0.16697	0.5297	1.364	0.71253	0.77733	0.9943	0.47614	1
TBK1	3	0.45858	1.1776	0.97222	0.99866	0.23896	0.60412	0.12724	0.31848	0.77375	0.9943	0.75012	1
TBXA2R	4	4.6379	0.085449	0.15457	0.96267	0.9319	0.99608	2.8336	0.052208	0.073029	0.92557	0.95836	1
TBXAS1	3	0.0076404	0.026162	0.51254	0.96267	0.97913	0.99608	0.40994	1.234	0.90502	0.9943	0.21721	1
TCN1	3	5.5125	0.033292	0.043907	0.94231	0.97344	0.99608	2.0092	0.012119	0.46192	0.99043	0.99033	1
TEC	4	3.2804	0.24768	0.50493	0.96267	0.80438	0.99608	1.4237	0.10751	0.67697	0.9943	0.91438	1
TEK	1	-2.3819	-1.8075	0.40457	0.96267	0.07069	0.49146	-4.4062	-3.343	0.33244	0.97823	0.00082884	0.016087
TENC1	5	3.3962	0.25784	0.43369	0.96267	0.79653	0.99608	0.78993	0.05978	0.84901	0.9943	0.95233	1
TESK1	2	-3.2788	-2.8569	0.010753	0.68889	0.0042777	0.17315	0.21497	0.20565	0.74507	0.9943	0.83706	1
TESK2	5	1.6955	0.19967	0.73118	0.99511	0.84174	0.99608	2.9713	0.36511	0.025538	0.92557	0.71503	1
TEX14	1	-1.0001	-0.86745	0.82034	0.99511	0.38569	0.88567	-3.8798	-3.3714	0.59005	0.9943	0.0007478	0.014903
TFF2	3	0.24574	1.3793	0.84364	0.99764	0.16779	0.5297	0.02168	0.12023	0.556	0.9943	0.9043	1
TFPI	4	-1.9844	-3.4987	0.23253	0.96267	0.00046748	0.065957	-4.4739	-7.8881	0.019265	0.92557	3.0673e-15	2.2821e-12
TF	6	0.23618	1.7842	0.55466	0.96732	0.074392	0.49417	0.048827	0.36417	0.81362	0.9943	0.71573	1
TGFBR1	1	-2.3269	-0.53699	0.43414	0.96267	0.59128	0.99608	1.6654	0.38385	0.95878	0.99767	0.70109	1
TGFBR2	4	0.86026	0.23801	0.91801	0.99764	0.81187	0.99608	2.1498	0.5991	0.31452	0.97823	0.54911	1
TGM2	3	4.683	0.080258	0.20833	0.96267	0.93603	0.99608	1.1636	0.01994	0.85708	0.9943	0.98409	1
THNSL1	4	3.1986	0.25593	0.52061	0.96267	0.79801	0.99608	1.3305	0.10651	0.70833	0.9943	0.91518	1
THRA	5	3.6112	0.23526	0.38038	0.96267	0.81401	0.99608	0.64861	0.041399	0.88351	0.9943	0.96698	1
TH	5	3.8328	0.20973	0.32796	0.96267	0.83388	0.99608	0.99203	0.053812	0.78763	0.9943	0.95709	1
TIE1	4	3.3871	0.23555	0.48163	0.96267	0.81378	0.99608	1.6341	0.11372	0.57975	0.9943	0.90946	1
TK2	4	0.48705	1.1503	0.97088	0.99866	0.25003	0.6099	0.27646	0.63635	0.97491	0.99909	0.52455	1
TLK1	4	4.2135	0.13445	0.26165	0.96267	0.89305	0.99608	0.84389	0.026868	0.875	0.9943	0.97857	1
TLK2	4	1.8526	0.638	0.77733	0.99511	0.52347	0.99608	1.1078	0.4121	0.78181	0.9943	0.68027	1
TLL2	5	4.9821	0.10228	0.064068	0.96267	0.91854	0.99608	1.6054	0.03295	0.53136	0.9943	0.97371	1
TLR2	4	0.55052	1.3788	0.94265	0.99764	0.16794	0.5297	0.25209	0.61678	0.96774	0.99909	0.53738	1
TLR7	3	-2.3347	-2.909	0.22267	0.96267	0.003626	0.16746	-4.0883	-5.0267	0.083333	0.92557	4.991e-07	2.1843e-05
TLR8	1	-2.2588	-0.25874	0.46461	0.96267	0.79584	0.99608	2.2838	0.26032	0.70385	0.9943	0.79462	1
TMLHE	3	0.12773	1.4807	0.57392	0.97563	0.13868	0.52303	0.0059923	0.068471	0.37948	0.98251	0.94541	1
TMPRSS15	2	0.12431	1.4809	0.82437	0.99515	0.13864	0.52303	0.005303	0.062284	0.47446	0.9925	0.95034	1
TNFSF11	3	4.6252	0.082463	0.22491	0.96267	0.93428	0.99608	1.3667	0.024367	0.77688	0.9943	0.98056	1
TNFSF13B	5	0.32633	1.2198	0.85529	0.99764	0.22255	0.5985	0.20491	0.74102	0.98342	0.99909	0.45868	1
TNIK	5	5.1568	0.072032	0.034946	0.94231	0.94258	0.99608	0.81855	0.011333	0.8414	0.9943	0.99096	1
TNK1	3	4.2296	0.10815	0.33513	0.96267	0.91388	0.99608	-0.063754	-0.0016287	0.2733	0.97823	0.9987	1
TNK2	9	0.33387	2.4333	0.77195	0.99511	0.014964	0.3711	0.031671	0.22821	0.27778	0.97823	0.81949	1
TNNC1	2	-2.2835	-2.2137	0.35708	0.96267	0.026848	0.43741	-4.5621	-4.4848	0.094982	0.92557	7.2974e-06	0.0002431
TNNC2	3	4.5395	0.080943	0.24731	0.96267	0.93549	0.99608	0.02121	0.00036859	0.55421	0.9943	0.99971	1
TNNI3	2	-2.4243	-1.7096	0.28629	0.96267	0.087336	0.52303	-0.37434	-0.28487	0.34364	0.97823	0.77574	1
TOP1MT	3	0.19722	1.7445	0.79122	0.99511	0.081074	0.51408	0.0091222	0.079646	0.42652	0.98521	0.93652	1
TP53RK	1	6.171	0.013048	0.091398	0.96267	0.98959	0.99608	2.4503	0.0051809	0.61156	0.9943	0.99587	1
TPD52L3	4	0.13243	1.4403	0.41263	0.96267	0.14979	0.52303	0.03337	0.35772	0.66129	0.9943	0.72055	1
TPH1	2	2.9711	0.23685	0.70565	0.99511	0.81277	0.99608	-0.6095	-0.045726	0.32751	0.97823	0.96353	1
TPI1	2	4.9969	0.041416	0.20699	0.96267	0.96696	0.99608	2.7504	0.022796	0.24194	0.95406	0.98181	1
TPK1	3	3.4751	0.11836	0.52464	0.96267	0.90578	0.99608	3.6104	0.1242	0.0094086	0.92557	0.90115	1
TPMT	2	3.3613	0.1475	0.60932	0.9927	0.88274	0.99608	1.3988	0.06138	0.79794	0.9943	0.95106	1
TPSAB1	4	-2.5643	-2.5926	0.10842	0.96267	0.009524	0.28871	0.62702	0.72901	0.93011	0.9943	0.466	1
TPSB2	2	-1.9676	-0.9886	0.53181	0.96267	0.32286	0.75775	0.63246	0.36939	0.90457	0.9943	0.71183	1
TPTE2	5	0.26184	2.1576	0.7267	0.99511	0.03096	0.46048	0.019671	0.16012	0.37142	0.98251	0.87279	1
TPTE	4	-1.2385	-0.19947	0.2948	0.96267	0.84189	0.99608	2.8332	0.46057	0.073029	0.92557	0.64511	1
TRAF3IP3	6	0.24412	1.9403	0.5905	0.98801	0.052348	0.47176	0.0086887	0.068193	0.11783	0.92557	0.94563	1
TRAPPC1	1	5.915	0.016151	0.15367	0.96267	0.98711	0.99608	2.9063	0.0079359	0.33647	0.97823	0.99367	1
TRAPPC2	4	0.33824	1.6256	0.88486	0.99764	0.10403	0.52303	0.014176	0.067401	0.39785	0.98251	0.94626	1
TRAPPC3	2	-2.5069	-2.2599	0.23208	0.96267	0.023829	0.4139	-5.0324	-4.7129	0.023746	0.92557	2.442e-06	8.7912e-05
TRAPPC4	4	0.1295	1.4784	0.39023	0.96267	0.1393	0.52303	0.0062436	0.070249	0.25896	0.97148	0.944	1
TRAPPC5	3	-1.7639	-0.32905	0.40278	0.96267	0.74212	0.99608	2.2654	0.47252	0.34588	0.97823	0.63656	1
TRAPPC6A	2	-2.2773	-0.54181	0.36066	0.96267	0.58795	0.99608	2.0815	0.50617	0.55063	0.9943	0.61274	1
TRAPPC6B	2	-1.4497	-0.10372	0.69713	0.99511	0.91739	0.99608	3.1824	0.22784	0.090502	0.92557	0.81977	1
TRDMT1	2	-1.5567	-0.13663	0.67294	0.99511	0.89132	0.99608	3.0321	0.26572	0.13262	0.93333	0.79045	1
TREM1	2	2.0677	0.47032	0.84991	0.99764	0.63813	0.99608	0.30301	0.069728	0.77016	0.9943	0.94441	1
TRIB1	3	0.15565	1.4573	0.7052	0.99511	0.14503	0.52303	4.5095e-05	0.00041641	0.31676	0.97823	0.99967	1
TRIB2	5	0.20225	1.4181	0.5233	0.96267	0.15615	0.52303	0.018913	0.13087	0.3526	0.97823	0.89588	1
TRIB3	2	4.6479	0.056374	0.30242	0.96267	0.95504	0.99608	1.4972	0.01815	0.7621	0.9943	0.98552	1
TRIM24	1	6.1309	0.013496	0.09543	0.96267	0.98923	0.99608	2.4699	0.0054368	0.6026	0.9943	0.99566	1
TRIM28	4	2.6812	0.3753	0.59588	0.98821	0.70744	0.99608	1.3782	0.19322	0.6931	0.9943	0.84679	1
TRIM33	4	0.17834	1.4364	0.56452	0.96925	0.15088	0.52303	0.018758	0.14905	0.46819	0.9925	0.88151	1
TRIO	4	0.12982	1.4781	0.39382	0.96267	0.13938	0.52303	0.011258	0.12634	0.33333	0.97823	0.89946	1
TRPA1	3	-2.8793	-2.0397	0.065412	0.96267	0.04138	0.47176	-0.28567	-0.25835	0.21998	0.94981	0.79614	1
TRPM6	1	-2.2128	-0.22796	0.49418	0.96267	0.81968	0.99608	2.3805	0.24403	0.65143	0.9943	0.80721	1
TRPM7	3	-2.252	-1.3446	0.2509	0.96267	0.17876	0.54617	1.2227	0.80398	0.83557	0.9943	0.42141	1
TRPM8	3	-2.2614	-1.1957	0.24866	0.96267	0.23181	0.60412	1.3951	0.79585	0.76434	0.9943	0.42612	1
TRPV1	5	3.1959	0.27568	0.48835	0.96267	0.7828	0.99608	2.3691	0.20587	0.17249	0.93333	0.83689	1
TRPV3	8	3.0764	0.34055	0.40099	0.96267	0.73344	0.99608	2.5058	0.27767	0.056452	0.92557	0.78126	1
TRRAP	1	-2.5074	-1.8909	0.33289	0.96267	0.058641	0.47176	-4.5317	-3.4169	0.27285	0.97823	0.00063344	0.013213
TSKS	2	-2.2649	-0.49175	0.36738	0.96267	0.62289	0.99608	2.0831	0.51188	0.55063	0.9943	0.60873	1
TSPO	4	-2.8371	-2.0738	0.052419	0.95902	0.038102	0.46048	-0.50872	-0.48643	0.13486	0.93333	0.62666	1
TSSK1B	3	0.12924	1.4726	0.58289	0.98115	0.14086	0.52303	0.013259	0.14892	0.47446	0.9925	0.88162	1
TSSK2	4	0.20986	1.9702	0.65905	0.99511	0.048817	0.47176	0.0031515	0.029206	0.23253	0.95264	0.9767	1
TSSK3	3	3.0212	0.20103	0.63172	0.99511	0.84068	0.99608	1.7399	0.11579	0.59677	0.9943	0.90782	1
TSSK4	1	-1.7985	-1.4182	0.82034	0.99511	0.15614	0.52303	-3.8324	-3.0219	0.60708	0.9943	0.0025122	0.042159
TSSK6	3	4.2673	0.10973	0.32258	0.96267	0.91262	0.99608	2.4742	0.063635	0.2491	0.96707	0.94926	1
TSTA3	2	2.6303	0.18302	0.77867	0.99511	0.85478	0.99608	2.7213	0.19308	0.25448	0.97109	0.8469	1
TST	3	0.013307	0.040402	0.52419	0.96267	0.96777	0.99608	0.44832	1.2011	0.91801	0.9943	0.22973	1
TTBK1	4	0.58069	1.5371	0.93996	0.99764	0.12428	0.52303	0.059881	0.15501	0.75672	0.9943	0.87681	1
